store_id,model_id,forecast_units,current_stock,target_stock,stock_gap,recommended_units,allocated_units,allocation_value,protected_sales_value,lost_sale_value,unfilled_demand_units,unfilled_demand_value,priority_score,price_band,store_price_band_fit,avg_event_multiplier,lifecycle_factor,city,eol_status,allocation_status,reason,price
BLR05,MOD047,1.2296613636363638,1.0,1.7566590909090911,0.7566590909090911,0,0,0,0.0,8956.79318181819,0.2296613636363638,11942.390909090918,3505.7529000000013,Flagship,1.2,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,52000
MYS01,MOD022,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2229.5,0.35000000000000003,4550.0,3376.1000000000004,Budget,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,13000
BLR04,MOD023,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2315.25,0.35000000000000003,4725.0,3330.6524999999997,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,13500
BLR03,MOD011,0.613314642857143,0.0,0.8761637755102043,0.8761637755102043,0,0,0,0.0,4513.858213715818,0.613314642857143,4906.517142857144,3315.5789592857154,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
HUB01,MOD038,1.2446469642857145,1.0,1.7780670918367352,0.7780670918367352,0,0,0,0.0,9425.02429910715,0.24464696428571453,8195.673303571437,3297.253818431125,Mid-range,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,33500
BEL01,MOD014,0.35547357142857144,0.0,0.507819387755102,0.507819387755102,0,0,0,0.0,2211.3255497232144,0.35547357142857144,4443.419642857143,3297.0173750000004,Budget,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12500
MYS01,MOD014,0.3537571428571429,0.0,0.5053673469387755,0.5053673469387755,0,0,0,0.0,2190.0220321428574,0.3537571428571429,4421.964285714286,3281.0975,Budget,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12500
MAN01,MOD020,0.3781708333333333,0.0,0.5402440476190475,0.5402440476190475,0,0,0,0.0,2302.5121848628464,0.3781708333333333,4348.9645833333325,3226.931720833333,Budget,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,11500
BLR08,MOD025,1.3853989285714285,1.0,1.9791413265306121,0.9791413265306121,0,0,0,0.0,10174.531714285713,0.38539892857142855,9249.574285714285,3134.877619500001,Upper-mid,1.05,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,24000
TUM02,MOD012,2.956275974025974,4.0,4.223251391465677,0.22325139146567707,0,0,0,0.0,0.0,0.0,0.0,3131.1007653061215,Keypad,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,8500
TUM02,MOD001,0.5611347321428573,0.0,0.8016210459183676,0.8016210459183676,0,0,0,0.0,3306.15796997888,0.5611347321428573,3927.9431250000007,3122.714784375001,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
MAN02,MOD013,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2058.0,0.35000000000000003,4200.0,3116.4,Budget,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12000
BLR04,MOD010,0.5745141964285715,0.0,0.8207345663265306,0.8207345663265306,0,0,0,0.0,3960.798742775607,0.5745141964285715,4596.113571428572,3105.823745892858,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR07,MOD014,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2143.75,0.35000000000000003,4375.0,3083.937500000001,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12500
BLR03,MOD033,0.7632150974025973,1.0,1.0903072820037105,0.09030728200371052,0,0,0,0.0,0.0,0.0,0.0,3059.6107142857127,Mid-range,1.1,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,28000
MYS01,MOD020,0.35587857142857143,0.0,0.5083979591836735,0.5083979591836735,0,0,0,0.0,2039.057877392857,0.35587857142857143,4092.6035714285713,3036.7118500000006,Budget,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,11500
TUM01,MOD008,6.47158211143695,9.0,9.245117302052787,0.2451173020527868,0,0,0,0.0,0.0,0.0,0.0,3033.326612903237,Keypad,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,7500
UDU01,MOD020,0.35017964285714287,0.0,0.5002566326530612,0.5002566326530612,0,0,0,0.0,1974.2750945720536,0.35017964285714287,4027.065892857143,2988.0828925,Budget,1.0,1.0,0.55,Udupi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,11500
KOP01,MOD020,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1972.2500000000002,0.35000000000000003,4025.0000000000005,2986.55,Budget,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,11500
KAL01,MOD009,0.49834375,0.0,0.7119196428571428,0.7119196428571428,0,0,0,0.0,2793.898048095703,0.49834375,3737.578125,2971.374609375,Keypad,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR03,MOD013,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2058.0,0.35000000000000003,4200.0,2960.58,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12000
DAV01,MOD009,0.42163151785714287,0.0,0.6023307397959183,0.6023307397959183,0,0,0,0.0,1999.9477895683294,0.42163151785714287,3162.2363839285713,2891.0746140066963,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR04,MOD024,2.197754132231405,3.0,3.139648760330579,0.13964876033057916,0,0,0,0.0,0.0,0.0,0.0,2860.2859090909224,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,14000
BLR04,MOD019,0.36427857142857145,0.0,0.5203979591836735,0.5203979591836735,0,0,0,0.0,2043.5627150714288,0.36427857142857145,4007.064285714286,2824.579615,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,11000
DAV01,MOD010,0.3860421428571429,0.0,0.5514887755102041,0.5514887755102041,0,0,0,0.0,1788.3424327408165,0.3860421428571429,3088.337142857143,2823.5122328571438,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
DAV01,MOD002,0.4020975,0.0,0.574425,0.574425,0,0,0,0.0,1818.9269944453124,0.4020975,3015.73125,2757.1322953125,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
UDU01,MOD007,0.49241383928571425,0.0,0.7034483418367347,0.7034483418367347,0,0,0,0.0,2545.949585761021,0.49241383928571425,3446.896875,2740.283015625,Keypad,1.0,1.0,0.55,Udupi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
DAV01,MOD001,0.4218,0.0,0.6025714285714285,0.6025714285714285,0,0,0,0.0,1868.11002,0.4218,2952.6,2699.41455,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
DAV02,MOD007,0.41283080357142854,0.0,0.5897582908163265,0.5897582908163265,0,0,0,0.0,1789.50735996303,0.41283080357142854,2889.8156249999997,2642.0139351562498,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR01,MOD048,4.942207317073171,7.0,7.060296167247387,0.060296167247386734,0,0,0,0.0,0.0,0.0,0.0,2637.3543554006956,Flagship,1.2,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,54000
MAN02,MOD007,0.47025972222222223,0.0,0.6717996031746031,0.6717996031746031,0,0,0,0.0,2322.014166617477,0.47025972222222223,3291.8180555555555,2616.995354166667,Keypad,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
TUM01,MOD021,4.998964285714285,7.0,7.141377551020407,0.1413775510204074,0,0,0,0.0,0.0,0.0,0.0,2612.6571428571287,Budget,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,12000
MYS02,MOD036,0.7522232142857143,1.0,1.0746045918367346,0.07460459183673462,0,0,0,0.0,0.0,0.0,0.0,2573.8584183673443,Mid-range,1.0,1.0,1.0,Mysore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,30000
BLR02,MOD038,2.485458482142857,3.0,3.5506549744897957,0.5506549744897957,0,0,0,0.0,0.0,0.0,0.0,2566.8919299585455,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,33500
BLR05,MOD040,1.0647575892857144,1.0,1.5210822704081635,0.5210822704081635,0,0,0,0.0,2606.4929687500044,0.0647575892857144,2266.515625000004,2537.8009274553583,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,35000
TUM02,MOD010,0.3972808928571429,0.0,0.5675441326530614,0.5675441326530614,0,0,0,0.0,1893.9852939524242,0.3972808928571429,3178.2471428571434,2526.706478571429,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
TUM02,MOD009,0.42056116071428573,0.0,0.6008016581632653,0.6008016581632653,0,0,0,0.0,1989.8065113901566,0.42056116071428573,3154.208705357143,2507.5959207589285,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
CHI01,MOD027,2.860412337662338,4.0,4.086303339517626,0.08630333951762559,0,0,0,0.0,0.0,0.0,0.0,2468.275510204092,Mid-range,1.0,1.0,1.0,Chitradurga,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,26000
TUM02,MOD011,0.37940416666666665,0.0,0.5420059523809524,0.5420059523809524,0,0,0,0.0,1727.3702602083333,0.37940416666666665,3035.233333333333,2413.0105000000003,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR01,MOD006,0.5016407142857143,0.0,0.7166295918367347,0.7166295918367347,0,0,0,0.0,2642.255765405357,0.5016407142857143,3511.485,2372.8859887500003,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR06,MOD022,1.4858341071428571,1.0,2.1226201530612245,1.1226201530612245,0,0,0,0.0,8842.18075,0.48583410714285713,6315.843392857143,2348.622396017857,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,13000
BLR08,MOD053,0.8895416666666668,1.0,1.2707738095238097,0.2707738095238097,0,0,0,0.0,0.0,0.0,0.0,2330.2090035714305,Premium,1.3,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
BLR04,MOD043,1.0325378571428574,1.0,1.4750540816326534,0.4750540816326534,0,0,0,0.0,1309.64875000001,0.032537857142857396,1138.825000000009,2313.6321410714304,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,35000
BLR02,MOD032,1.84329375,2.0,2.633276785714286,0.633276785714286,0,0,0,0.0,0.0,0.0,0.0,2275.80678482143,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,27000
TUM02,MOD007,0.407716875,0.0,0.5824526785714286,0.5824526785714286,0,0,0,0.0,1745.447026677539,0.407716875,2854.018125,2268.944409375,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
DAV02,MOD001,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,2239.9125000000004,Keypad,1.15,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
KOP01,MOD013,2.170595089285714,2.0,3.10085012755102,1.1008501275510199,0,0,0,0.0,2865.997499999995,0.17059508928571399,2047.1410714285678,2237.808139285713,Budget,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12000
MYS01,MOD010,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1470.0000000000005,0.35000000000000003,2800.0000000000005,2226.0000000000005,Keypad,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
UDU01,MOD011,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1470.0000000000005,0.35000000000000003,2800.0000000000005,2226.0000000000005,Keypad,1.0,1.0,0.55,Udupi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
SHI01,MOD034,1.1388600000000002,1.0,1.6269428571428575,0.6269428571428575,0,0,0,0.0,4471.292000000007,0.1388600000000002,3888.080000000006,2220.631600000001,Mid-range,1.0,1.0,0.55,Shivamogga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,28000
HOS01,MOD014,1.430621517857143,1.0,2.0437450255102045,1.0437450255102045,0,0,0,0.0,7535.876562500004,0.4306215178571431,5382.768973214289,2210.1300915178585,Budget,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12500
BLR08,MOD004,3.931706493506493,4.0,5.616723562152133,1.6167235621521332,0,0,0,0.0,0.0,0.0,0.0,2176.7566040816328,Keypad,0.85,1.0,0.6,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
SHI01,MOD009,0.35695000000000005,0.0,0.5099285714285715,0.5099285714285715,0,0,0,0.0,1433.3996531250004,0.35695000000000005,2677.1250000000005,2128.314375000001,Keypad,1.0,1.0,0.55,Shivamogga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
HOS01,MOD002,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,2086.8750000000005,Keypad,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
HUB01,MOD002,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,2086.8750000000005,Keypad,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
MAN01,MOD009,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,2086.8750000000005,Keypad,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
MYS01,MOD009,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,2086.8750000000005,Keypad,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
TUM02,MOD002,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,2086.8750000000005,Keypad,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR03,MOD010,0.37881723214285723,0.0,0.541167474489796,0.541167474489796,0,0,0,0.0,1722.0299444205045,0.37881723214285723,3030.537857142858,2047.8859569642862,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR01,MOD047,1.706706617647059,2.0,2.43815231092437,0.4381523109243699,0,0,0,0.0,0.0,0.0,0.0,2030.0472869747907,Flagship,1.2,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,52000
BLR02,MOD010,0.3639785714285715,0.0,0.5199693877551022,0.5199693877551022,0,0,0,0.0,1589.7648055102047,0.3639785714285715,2911.828571428572,1967.6681571428578,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR02,MOD012,1.5148076298701296,2.0,2.1640108998144707,0.1640108998144707,0,0,0,0.0,0.0,0.0,0.0,1955.214939413259,Keypad,0.85,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,8500
BEL01,MOD001,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,1947.7500000000005,Keypad,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BEL01,MOD006,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,1947.7500000000005,Keypad,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
MYS01,MOD001,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,1947.7500000000005,Keypad,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR01,MOD010,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1470.0000000000005,0.35000000000000003,2800.0000000000005,1892.1000000000004,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR01,MOD011,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1470.0000000000005,0.35000000000000003,2800.0000000000005,1892.1000000000004,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR07,MOD011,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1470.0000000000005,0.35000000000000003,2800.0000000000005,1892.1000000000004,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR05,MOD005,0.4201647321428571,0.0,0.6002353316326531,0.6002353316326531,0,0,0,0.0,1721.2494208326189,0.4201647321428571,2731.070758928571,1845.5210653459822,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,6500
BLR03,MOD003,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,1826.4375000000002,Keypad,0.85,1.0,0.6,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR02,MOD006,0.38390142857142856,0.0,0.548430612244898,0.548430612244898,0,0,0,0.0,1547.4932220214287,0.38390142857142856,2687.31,1815.9497325,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
HUB01,MOD007,2.396886428571429,2.0,3.4241234693877556,1.4241234693877556,0,0,0,0.0,4167.3075000000035,0.39688642857142886,2778.205000000002,1809.348867857144,Keypad,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
MAN01,MOD005,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1194.3750000000002,0.35000000000000003,2275.0,1808.6250000000005,Keypad,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,6500
BLR02,MOD017,1.2424170535714285,1.0,1.7748815051020408,0.7748815051020408,0,0,0,0.0,4921.066187499998,0.2424170535714285,3515.047276785713,1808.1743689330358,Budget,0.95,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,14500
DAV01,MOD014,1.154647767857143,1.0,1.6494968112244899,0.6494968112244899,0,0,0,0.0,2706.3359375000014,0.15464776785714296,1933.097098214287,1787.9023470982152,Budget,1.3,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,12500
BLR07,MOD009,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1378.1250000000005,0.35000000000000003,2625.0000000000005,1773.8437500000002,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR03,MOD001,0.35746428571428573,0.0,0.5106632653061225,0.5106632653061225,0,0,0,0.0,1341.6975133928572,0.35746428571428573,2502.25,1690.8954375000003,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR04,MOD001,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,1655.5875000000003,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR05,MOD007,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,1286.2500000000005,0.35000000000000003,2450.0000000000005,1655.5875000000003,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7000
BLR03,MOD005,0.36938821428571433,0.0,0.5276974489795919,0.5276974489795919,0,0,0,0.0,1330.364615318591,0.36938821428571433,2401.0233928571433,1622.4915577232148,Keypad,0.85,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,6500
BLR05,MOD012,4.29260064935065,6.0,6.1322866419294995,0.13228664192949946,0,0,0,0.0,0.0,0.0,0.0,1577.0221301020454,Keypad,0.85,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,8500
KOP01,MOD023,1.175252142857143,1.0,1.6789316326530614,0.6789316326530614,0,0,0,0.0,3312.2655000000013,0.17525214285714297,2365.9039285714302,1552.6487507142865,Budget,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,13500
SHI01,MOD003,2.8246725,3.0,4.035246428571429,1.035246428571429,0,0,0,0.0,0.0,0.0,0.0,1537.340946428572,Keypad,1.0,1.0,0.6,Shivamogga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,7500
BLR08,MOD012,3.5893003246753246,5.0,5.127571892393321,0.12757189239332067,0,0,0,0.0,0.0,0.0,0.0,1520.8164221938744,Keypad,0.85,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,8500
BLR08,MOD032,0.9945401785714286,1.0,1.4207716836734696,0.4207716836734696,0,0,0,0.0,0.0,0.0,0.0,1512.1271996173482,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,27000
HUB01,MOD044,0.9230938392857144,1.0,1.3187054846938777,0.3187054846938777,0,0,0,0.0,0.0,0.0,0.0,1471.5428992028071,Mid-range,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
HUB02,MOD031,1.0258250000000002,1.0,1.465464285714286,0.4654642857142861,0,0,0,0.0,738.5950000000059,0.02582500000000021,671.4500000000054,1464.3506428571445,Mid-range,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,26000
BLR02,MOD004,1.4604536688311687,1.0,2.0863623840445267,1.0863623840445267,0,0,0,0.0,5525.444025974024,0.46045366883116867,3683.6293506493494,1462.6783138775509,Keypad,0.85,1.0,0.6,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,8000
BLR05,MOD041,0.8943428571428572,1.0,1.2776326530612248,0.27763265306122475,0,0,0,0.0,0.0,0.0,0.0,1410.0893040816345,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
MYS01,MOD044,0.9102495535714288,1.0,1.3003565051020411,0.30035650510204115,0,0,0,0.0,0.0,0.0,0.0,1386.8210731823997,Mid-range,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
BLR01,MOD046,0.9133714285714285,1.0,1.3048163265306123,0.3048163265306123,0,0,0,0.0,0.0,0.0,0.0,1357.9567346938782,Flagship,1.2,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,50000
KOP01,MOD034,0.957375,1.0,1.3676785714285715,0.3676785714285715,0,0,0,0.0,0.0,0.0,0.0,1302.3175000000003,Mid-range,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,28000
